Id,hed__Contact__c,hed__Program_Enrollment__c,hed__Program_Enrollment__r.hed__Contact__c,hed__Program_Enrollment__r.hed__Contact__r.FirstName,hed__Program_Enrollment__r.hed__Contact__r.LastName,hed__Course_Offering__c,hed__Course_Offering__r.hed__Course__c,hed__Course_Offering__r.hed__Course__r.Name,hed__Course_Offering__r.hed__Term__c,hed__Course_Offering__r.hed__Term__r.Name,hed__Course_Offering__r.hed__Term__r.hed__Start_Date__c,hed__Course_Offering__r.hed__Term__r.hed__End_Date__c,hed__Status__c,Notations__c
a098c00000sHv8lAAC,0038c00002jGqP3AAK,,,,,a0B8c000012KEeiEAG,a0C8c00000XMMmOEAX,Principes d'interprétation,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHv8mAAC,0038c00002jGqP3AAK,,,,,a0B8c000012KEh0EAG,a0C8c00000XMMXKEA5,Bergérologie,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHv8nAAC,0038c00002jGqP3AAK,,,,,a0B8c000012KEowEAG,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHv8oAAC,0038c00002jGqP3AAK,,,,,a0B8c000012KEjzEAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHv8pAAC,0038c00002jGqP3AAK,,,,,a0B8c000012KEjmEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHv8qAAC,0038c00002jGqP3AAK,,,,,a0B8c000012KEyEEAW,a0C8c00000XMMjREAX,Doctrine de Dieu,a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHv8rAAC,0038c00002jGqP4AAK,,,,,a0B8c000012KEhtEAG,a0C8c00000XMMXQEA5,Établiss. exp. Église Actes,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,ABA
a098c00000sHv8sAAC,0038c00002jGqP4AAK,,,,,a0B8c000012KEwFEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Current,ABA
a098c00000sHv8tAAC,0038c00002jGqP5AAK,,,,,a0B8c000012KF8yEAG,a0C8c00000XMMj2EAH,Counseling biblique II,a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,INC
a098c00000sHv8uAAC,0038c00002jGqP5AAK,,,,,a0B8c000012KF7TEAW,a0C8c00000XMMizEAH,Counseling biblique I,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Former,R
a098c00000sHv8vAAC,0038c00002jGqP5AAK,,,,,a0B8c000012KFCgEAO,a0C8c00000XMMnUEAX,Théologie I : Connaître le Dieu de la Bible,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,
a098c00000sHv8wAAC,0038c00002jGqP6AAK,,,,,a0B8c000012KFEnEAO,a0C8c00000XMMmmEAH,Séminaire de prédication avancé,a0P8c00000DoDzcEAF,2021-22,2021-09-01,2022-08-31,Current,AUD
a098c00000sHv8xAAC,0038c00002jGqP7AAK,,,,,a0B8c000012KEuWEAW,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,
a098c00000sHv8yAAC,0038c00002jGqP7AAK,,,,,a0B8c000012KExwEAG,a0C8c00000XMMZTEA5,Doctrines essentielles IV,a0P8c00000DoDzMEAV,2005-06,2005-09-01,2006-08-31,Current,
a098c00000sHv8zAAC,0038c00002jGqP7AAK,,,,,a0B8c000012KEwNEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,
a098c00000sHv90AAC,0038c00002jGqP7AAK,,,,,a0B8c000012KF7HEAW,a0C8c00000XMMilEAH,Coaching au féminin,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,
a098c00000sHv91AAC,0038c00002jGqP8AAK,,,,,a0B8c000012KEuWEAW,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,
a098c00000sHv92AAC,0038c00002jGqP8AAK,,,,,a0B8c000012KEtoEAG,a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHv93AAC,0038c00002jGqP8AAK,,,,,a0B8c000012KF02EAG,a0C8c00000XMMiSEAX,AT I : Pentateuque,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Current,AUD
a098c00000sHv94AAC,0038c00002jGqP9AAK,,,,,a0B8c000012KF2CEAW,a0C8c00000XMMa8EAH,Gestion de vie,a0P8c00000DoDzXEAV,2016-17,2016-09-01,2017-08-31,Current,
a098c00000sHv95AAC,0038c00002jGqP9AAK,,,,,a0B8c000012KF7GEAW,a0C8c00000XMMilEAH,Coaching au féminin,a0P8c00000DoDzXEAV,2016-17,2016-09-01,2017-08-31,Current,AUD
a098c00000sHv96AAC,0038c00002jGqPAAA0,,,,,a0B8c000012KF2CEAW,a0C8c00000XMMa8EAH,Gestion de vie,a0P8c00000DoDzXEAV,2016-17,2016-09-01,2017-08-31,Current,
a098c00000sHv97AAC,0038c00002jGqPAAA0,,,,,a0B8c000012KFC6EAO,a0C8c00000XMMcUEAX,Influente dans sa communauté (pour femme),a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,
a098c00000sHv98AAC,0038c00002jGqPAAA0,,,,,a0B8c000012KF99EAG,a0C8c00000XMMm8EAH,Philosophie chrétienne de la femme,a0P8c00000DoDzXEAV,2016-17,2016-09-01,2017-08-31,Current,
a098c00000sHv99AAC,0038c00002jGqPAAA0,,,,,a0B8c000012KF7FEAW,a0C8c00000XMMilEAH,Coaching au féminin,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,
a098c00000sHv9AAAS,0038c00002jGqPBAA0,,,,,a0B8c000012KEh0EAG,a0C8c00000XMMXKEA5,Bergérologie,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHv9BAAS,0038c00002jGqPCAA0,,,,,a0B8c000012KEh7EAG,a0C8c00000XMMXNEA5,Debout jeunesse,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,AUD
a098c00000sHv9CAAS,0038c00002jGqPCAA0,,,,,a0B8c000012KEh5EAG,a0C8c00000XMMXMEA5,Philo. de l'école chrétienne,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHv9DAAS,0038c00002jGqPCAA0,,,,,a0B8c000012KF7EEAW,a0C8c00000XMMilEAH,Coaching au féminin,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,INC
a098c00000sHv9EAAS,0038c00002jGqPDAA0,,,,,a0B8c000012KEh7EAG,a0C8c00000XMMXNEA5,Debout jeunesse,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,AUD
a098c00000sHv9FAAS,0038c00002jGqPEAA0,,,,,a0B8c000012KEmsEAG,a0C8c00000XMMYBEA5,Séminaire T-JTA,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Current,AUD
a098c00000sHv9GAAS,0038c00002jGqPFAA0,,,,,a0B8c000012KFA1EAO,a0C8c00000XMMluEAH,Missiologie,a0P8c00000DoDzUEAV,2013-14,2013-09-01,2014-08-31,Current,AUD
a098c00000sHv9HAAS,0038c00002jGqPHAA0,,,,,a0B8c000012KFA1EAO,a0C8c00000XMMluEAH,Missiologie,a0P8c00000DoDzUEAV,2013-14,2013-09-01,2014-08-31,Current,AUD
a098c00000sHv9IAAS,0038c00002jGqPIAA0,,,,,a0B8c000012KEowEAG,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHv9JAAS,0038c00002jGqPJAA0,,,,,a0B8c000012KEgmEAG,a0C8c00000XMMnYEAX,Théologie pastorale,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,
a098c00000sHv9KAAS,0038c00002jGqPJAA0,,,,,a0B8c000012KEmuEAG,a0C8c00000XMMYBEA5,Séminaire T-JTA,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,AUD
a098c00000sHv9LAAS,0038c00002jGqPJAA0,,,,,a0B8c000012KEgLEAW,a0C8c00000XMMXHEA5,Homilétique II,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,
a098c00000sHv9MAAS,0038c00002jGqPJAA0,,,,,a0B8c000012KErlEAG,a0C8c00000XMMYpEAP,Marc - Inductif,a0P8c00000DoDzCEAV,1995-96,1995-09-01,1996-08-31,Current,
a098c00000sHv9NAAS,0038c00002jGqPJAA0,,,,,a0B8c000012KEfSEAW,a0C8c00000XMMXBEA5,Atelier d'analyse de textes,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHv9OAAS,0038c00002jGqPJAA0,,,,,a0B8c000012KF0PEAW,a0C8c00000XMMZsEAP,Bâtir un plan pour ta vie-7e priorité,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,
a098c00000sHv9PAAS,0038c00002jGqPJAA0,,,,,a0B8c000012KEw4EAG,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzEEAV,1997-98,1997-09-01,1998-08-31,Current,AUD
a098c00000sHv9QAAS,0038c00002jGqPJAA0,,,,,a0B8c000012KEwrEAG,a0C8c00000XMMZQEA5,Doctrines essentielles II,a0P8c00000DoDzFEAV,1998-99,1998-09-01,1999-08-31,Current,
a098c00000sHv9RAAS,0038c00002jGqPJAA0,,,,,a0B8c000012KExUEAW,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDzGEAV,1999-00,1999-09-01,2000-08-31,Current,
a098c00000sHv9SAAS,0038c00002jGqPKAA0,,,,,a0B8c000012KFCxEAO,a0C8c00000XMMigEAH,"Chrétiens, justice, Évangile et justice sociale",a0P8c00000DoDzZEAV,2018-19,2018-09-01,2019-08-31,Former,AUD
a098c00000sHv9TAAS,0038c00002jGqPKAA0,,,,,a0B8c000012KF8bEAG,a0C8c00000XMMleEAH,Les épîtres de Pierre,a0P8c00000DoDzREAV,2010-11,2010-09-01,2011-08-31,Current,AUD
a098c00000sHv9UAAS,0038c00002jGqPKAA0,,,,,a0B8c000012KF8lEAG,a0C8c00000XMMnMEAX,Théologie de l'Église,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,AUD
a098c00000sHv9VAAS,0038c00002jGqPKAA0,,,,,a0B8c000012KF9mEAG,a0C8c00000XMMipEAH,Comment prêcher le sermon sur la montagne,a0P8c00000DoDzTEAV,2012-13,2012-09-01,2013-08-31,Current,AUD
a098c00000sHv9WAAS,0038c00002jGqPLAA0,,,,,a0B8c000012KEpCEAW,a0C8c00000XMMYbEAP,Création - Évolution,a0P8c00000DoDywEAF,1979-80,1979-09-01,1980-08-31,Current,
a098c00000sHv9XAAS,0038c00002jGqPLAA0,,,,,a0B8c000012KEthEAG,a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,a0P8c00000DoDzFEAV,1998-99,1998-09-01,1999-08-31,Current,AUD
a098c00000sHv9YAAS,0038c00002jGqPLAA0,,,,,a0B8c000012KEjmEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHv9ZAAS,0038c00002jGqPLAA0,,,,,a0B8c000012KEowEAG,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHv9aAAC,0038c00002jGqPMAA0,,,,,a0B8c000012KEj7EAG,a0C8c00000XMMXbEAP,Administration,a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHv9bAAC,0038c00002jGqPMAA0,,,,,a0B8c000012KEowEAG,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHv9cAAC,0038c00002jGqPMAA0,,,,,a0B8c000012KEfYEAW,a0C8c00000XMMXCEA5,Archéologie biblique,a0P8c00000DoDyuEAF,1977-78,1977-09-01,1978-08-31,Current,
a098c00000sHv9dAAC,0038c00002jGqPNAA0,,,,,a0B8c000012KEwJEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzUEAV,2013-14,2013-09-01,2014-08-31,Current,AUD
a098c00000sHv9eAAC,0038c00002jGqPOAA0,,,,,a0B8c000012KEowEAG,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHv9fAAC,0038c00002jGqPOAA0,,,,,a0B8c000012KEjmEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHv9gAAC,0038c00002jGqPOAA0,,,,,a0B8c000012KEpCEAW,a0C8c00000XMMYbEAP,Création - Évolution,a0P8c00000DoDywEAF,1979-80,1979-09-01,1980-08-31,Current,
a098c00000sHv9hAAC,0038c00002jGqPOAA0,,,,,a0B8c000012KEgnEAG,a0C8c00000XMMnYEAX,Théologie pastorale,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,AUD
a098c00000sHv9iAAC,0038c00002jGqPPAA0,,,,,a0B8c000012KEkZEAW,a0C8c00000XMMjFEAX,"Counseling, mariage et famille",a0P8c00000DoDzFEAV,1998-99,1998-09-01,1999-08-31,Current,AUD
a098c00000sHv9jAAC,0038c00002jGqPPAA0,,,,,a0B8c000012KEkWEAW,a0C8c00000XMMnPEAX,Théologie du counseling,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,AUD
a098c00000sHv9kAAC,0038c00002jGqPPAA0,,,,,a0B8c000012KEkTEAW,a0C8c00000XMMXkEAP,Enjeux cure d'âme 1 cycle,a0P8c00000DoDzDEAV,1996-97,1996-09-01,1997-08-31,Current,AUD
a098c00000sHv9lAAC,0038c00002jGqPPAA0,,,,,a0B8c000012KEk0EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHv9mAAC,0038c00002jGqPQAA0,,,,,a0B8c000012KEk3EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,AUD
a098c00000sHv9nAAC,0038c00002jGqPRAA0,,,,,a0B8c000012KEnrEAG,a0C8c00000XMMYSEA5,Survol de l'histoire de l'Église,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,AUD
a098c00000sHv9oAAC,0038c00002jGqPSAA0,,,,,a0B8c000012KEkTEAW,a0C8c00000XMMXkEAP,Enjeux cure d'âme 1 cycle,a0P8c00000DoDzDEAV,1996-97,1996-09-01,1997-08-31,Current,AUD
a098c00000sHv9pAAC,0038c00002jGqPSAA0,,,,,a0B8c000012KF8hEAG,a0C8c00000XMMbWEAX,Éthique chrétienne,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,
a098c00000sHv9qAAC,0038c00002jGqPTAA0,,,,,a0B8c000012KEnrEAG,a0C8c00000XMMYSEA5,Survol de l'histoire de l'Église,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,AUD
a098c00000sHv9rAAC,0038c00002jGqPUAA0,,,,,a0B8c000012KEshEAG,a0C8c00000XMMYwEAP,Romains (Exégèse),a0P8c00000DoDzGEAV,1999-00,1999-09-01,2000-08-31,Current,AUD
a098c00000sHv9sAAC,0038c00002jGqPUAA0,,,,,a0B8c000012KF0dEAG,a0C8c00000XMMlSEAX,Le leader et son équipe,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,AUD
a098c00000sHv9tAAC,0038c00002jGqPVAA0,,,,,a0B8c000012KEy4EAG,a0C8c00000XMMZTEA5,Doctrines essentielles IV,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,ABA
a098c00000sHv9uAAC,0038c00002jGqPVAA0,,,,,a0B8c000012KExhEAG,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDzUEAV,2013-14,2013-09-01,2014-08-31,Current,INC
a098c00000sHv9vAAC,0038c00002jGqPVAA0,,,,,a0B8c000012KEwHEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,
a098c00000sHv9wAAC,0038c00002jGqPVAA0,,,,,a0B8c000012KEx5EAG,a0C8c00000XMMZQEA5,Doctrines essentielles II,a0P8c00000DoDzTEAV,2012-13,2012-09-01,2013-08-31,Current,
a098c00000sHv9xAAC,0038c00002jGqPWAA0,,,,,a0B8c000012KEqCEAW,a0C8c00000XMMYjEAP,Initiation au grec biblique I et II,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,
a098c00000sHv9yAAC,0038c00002jGqPWAA0,,,,,a0B8c000012KEmrEAG,a0C8c00000XMMYBEA5,Séminaire T-JTA,a0P8c00000DoDzPEAV,2008-09,2008-09-01,2009-08-31,Current,AUD
a098c00000sHv9zAAC,0038c00002jGqPWAA0,,,,,a0B8c000012KF2EEAW,a0C8c00000XMMdQEAX,La femme dans son milieu de vie,a0P8c00000DoDzZEAV,2018-19,2018-09-01,2019-08-31,Current,AUD
a098c00000sHvA0AAK,0038c00002jGqPWAA0,,,,,a0B8c000012KF7HEAW,a0C8c00000XMMilEAH,Coaching au féminin,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,AUD
a098c00000sHvA1AAK,0038c00002jGqPWAA0,,,,,a0B8c000012KF7FEAW,a0C8c00000XMMilEAH,Coaching au féminin,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,
a098c00000sHvA2AAK,0038c00002jGqPXAA0,,,,,a0B8c000012KEgWEAW,a0C8c00000XMMXIEA5,Animation petits groupes,a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,
a098c00000sHvA3AAK,0038c00002jGqPYAA0,,,,,a0B8c000012KExeEAG,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDzREAV,2010-11,2010-09-01,2011-08-31,Current,AUD
a098c00000sHvA4AAK,0038c00002jGqPYAA0,,,,,a0B8c000012KFBAEA4,a0C8c00000XMMnREAX,Théologie du péché,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,AUD
a098c00000sHvA5AAK,0038c00002jGqPYAA0,,,,,a0B8c000012KF4iEAG,a0C8c00000XMMaREAX,Job et Ecclésiaste,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,AUD
a098c00000sHvA6AAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEpkEAG,a0C8c00000XMMYhEAP,Intro. Langues Bibl. (Grec),a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHvA7AAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEoYEAW,a0C8c00000XMMkZEAX,Histoire de l'Église III,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHvA8AAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEoTEAW,a0C8c00000XMMjlEAH,Éthique et christianisme,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHvA9AAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEmREAW,a0C8c00000XMMY4EAP,Psychologie de l'enfant,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHvAAAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEigEAG,a0C8c00000XMMlAEAX,Introduction à l'Église et sa mission,a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHvABAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEjyEAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvACAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEotEAG,a0C8c00000XMMYZEA5,Sectes,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvADAA0,0038c00002jGqQ3AAK,,,,,a0B8c000012KF55EAG,a0C8c00000XMMaWEAX,Fondements de l'implantation d'Église,a0P8c00000DoDzTEAV,2012-13,2012-09-01,2013-08-31,Current,EQV
a098c00000sHvAEAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEmZEAW,a0C8c00000XMMY8EAP,Relation d'aide situation cri.,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHvAFAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEoqEAG,a0C8c00000XMMYXEA5,Protestantisme au Canada Fr.,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHvAGAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEchEAG,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvAHAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEoxEAG,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHvAIAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEj7EAG,a0C8c00000XMMXbEAP,Administration,a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHvAJAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEh2EAG,a0C8c00000XMMXLEA5,Formation chrétienne,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHvAKAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEsMEAW,a0C8c00000XMMYsEAP,Vie de Jésus-Christ,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,ABA
a098c00000sHvALAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEm1EAG,a0C8c00000XMMY0EAP,Animation relation d'aide III,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHvAMAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEu6EAG,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDyuEAF,1977-78,1977-09-01,1978-08-31,Current,
a098c00000sHvANAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEgdEAG,a0C8c00000XMMnYEAX,Théologie pastorale,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvAOAA0,0038c00002jGqQ7AAK,,,,,a0B8c000012KEcaEAG,a0C8c00000XMMX1EAP,AT II : Les livres historiques,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,EQV
a098c00000sHvAPAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KElvEAG,a0C8c00000XMMXyEAP,"Animation relation d'aide I,II",a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHvAQAA0,0038c00002jGqQ7AAK,,,,,a0B8c000012KEsZEAW,a0C8c00000XMMYvEAP,Jean,a0P8c00000DoDzZEAV,2018-19,2018-09-01,2019-08-31,Current,EQV
a098c00000sHvARAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEm7EAG,a0C8c00000XMMY2EAP,Formation dans l'Église locale,a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHvASAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEhHEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHvATAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KErWEAW,a0C8c00000XMMYpEAP,Marc - Inductif,a0P8c00000DoDywEAF,1979-80,1979-09-01,1980-08-31,Current,
a098c00000sHvAUAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEcAEAW,a0C8c00000XMMX1EAP,AT II : Les livres historiques,a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHvAVAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEpcEAG,a0C8c00000XMMYgEAP,Intro. Langues Bibl. (Hébreu),a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHvAWAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEyCEAW,a0C8c00000XMMieEAH,Bibliologie,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvAXAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEvoEAG,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDyvEAF,1978-79,1978-09-01,1979-08-31,Current,
a098c00000sHvAYAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEuuEAG,a0C8c00000XMMZBEA5,Épîtres pastorales,a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHvAZAA0,0038c00002jGqPZAA0,,,,,a0B8c000012KEz4EAG,a0C8c00000XMMZZEA5,Théologie biblique de l'Ancien Testament,a0P8c00000DoDzBEAV,1994-95,1994-09-01,1995-08-31,Current,
a098c00000sHvAaAAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEydEAG,a0C8c00000XMMZWEA5,Rédemption,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHvAbAAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEz2EAG,a0C8c00000XMMkdEAH,Histoire de la théologie,a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,INC
a098c00000sHvAcAAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEujEAG,a0C8c00000XMMZ7EAP,Matthieu,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,ABA
a098c00000sHvAdAAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEyqEAG,a0C8c00000XMMmiEAH,Sanctification,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvAeAAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEv3EAG,a0C8c00000XMMZFEA5,Épître aux Hébreux,a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHvAfAAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEyJEAW,a0C8c00000XMMiKEAX,Anthropologie biblique,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvAgAAK,0038c00002jGqPZAA0,,,,,a0B8c000012KEymEAG,a0C8c00000XMMmGEAX,Pneumatologie,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
